title,company,location,work_mode,job_type,skills,salary_avg,date_posted,experience_level,education,source,job_url,salary_min,salary_max
Senior Staff Data Scientist,Coupang,"Seattle, Washington, United States",onsite,fulltime,[],241500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-staff-data-scientist-coupang-united-states-1/,159000.0,324000.0
"Data Scientist Lead, Global Monetization Strategy & Analytics",TikTok,"San Jose, California, United States",onsite,fulltime,[],361000.0,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-lead-tiktok-united-states-27/,239000.0,483000.0
eCOMMERCE Data Scientist,Charlotte's Web,"Louisville, Colorado, United States",onsite,fulltime,[],113750.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/ecommerce-data-scientist-charlottes-web-united-states-1/,110000.0,117500.0
"Senior Director, Data Science",J.R. Simplot Company,"Boise, Idaho, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-director-data-science-jr-simplot-company-united-states-1/,,
Senior Data Scientist,Sam's Club,"Dallas, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-sams-club-united-states-1/,,
Pricing Data Scientist,Sainsbury's,"Edinburgh, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/pricing-data-scientist-sainsburys-uk-2/,,
Senior Data Scientist - Senior Programmatic Advertising,Realtor.com,"Austin, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-realtorcom-united-states-1/,,
Senior Data Scientist,AbbVie,"Lake County, Illinois, United States",onsite,fulltime,[],138500.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-abbvie-united-states-5/,95500.0,181500.0
Data Scientist,Baxter International Inc.,"Deerfield, Illinois, United States",onsite,fulltime,[],133000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-baxter-international-inc-united-states-1/,112000.0,154000.0
Data Scientist,Carrier,"Hyderabad, Telangana, India",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-carrier-india-1/,,
Data Scientist II,Amazon,"Seattle, Washington, United States",onsite,fulltime,[],162200.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-amazon-united-states-23/,111600.0,212800.0
Data Science Intern,AstraZeneca,"Cambridge, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-astrazeneca-england-3/,,
Principal Data Scientist,MGM Resorts International,"Remote, , United States",remote,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/principal-data-scientist-mgm-resorts-international-united-states-1/,,
Lead data scientist,Target,"Brooklyn Park, Minnesota, United States",onsite,fulltime,[],200050.0,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-target-united-states-7/,126600.0,273500.0
Data Scientist,Provident Credit Union,"Redwood Shores, California, United States",onsite,fulltime,[],113500.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-provident-credit-union-united-states-1/,99000.0,128000.0
Senior Data Scientist - Pexels,Canva,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-canva-united-kingdom-1/,,
Lead Manager Decision Science,Starbucks,"Seattle, Washington, United States",onsite,fulltime,[],194200.0,2026-03-09 00:00:00+00:00,lead,Masters in Decision Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-manager-decision-science-starbucks-united-states-8/,151500.0,236900.0
"Data Scientist, Small Business Group",Meta,"New York, New York, United States",onsite,fulltime,[],140000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-meta-united-states-15/,109000.0,171000.0
Data Scientist,Marriott International,"Bethesda, Maryland, United States",onsite,fulltime,[],147897.5,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-marriott-international-united-states-1/,105641.0,190154.0
Data Scientist,Owner.com,"Remote, , United States",remote,fulltime,[],140000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ownercom-united-states-1/,120000.0,160000.0
Senior Data Scientist,Comcast,", Pennsylvania, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-comcast-united-states-1/,,
"Data Scientist, Intern Economist",Duolingo,"Pittsburgh, Pennsylvania, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Economics,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-intern-economist-duolingo-united-states-1/,,
Applied Scientist,Amazon,"Seattle, Washington, United States",onsite,fulltime,[],179100.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/applied-scientist-amazon-united-states-22/,136000.0,222200.0
Data Scientist,Honeywell,"Kansas City, Missouri, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-honeywell-united-states-4/,,
Data Science Intern,Samsung Electronics,"Plano, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-samsung-electronics-united-states-1/,44.0,
Data Scientist - Natural Language Processing,NVIDIA,"Santa Clara, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-nlp-nvidia-united-states-7/,,
"Data Scientist- Tiktok Ads, Search Ads",TikTok,"San Jose, California, United States",onsite,fulltime,[],181000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-tiktok-ads-tiktok-united-states-26/,130000.0,232000.0
Data Scientist,AvalonBay Communities,"Arlington, Virginia, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-avalonbay-communities-united-states-1/,,
Data Scientist I,Cotiviti,"Remote, , United States",remote,fulltime,[],101000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in a relevant field,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-i-cotiviti-united-states-1/,93000.0,109000.0
Data Scientist,Artlist,"Norwich, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-artlist-united-states-1/,,
ML- Data Scientist,Apple,"Cupertino, California, United States",onsite,fulltime,[],197700.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/ml-data-scientist-apple-united-states-25/,138900.0,256500.0
Data Scientist,Amazon,"Seattle, Washington, United States",onsite,fulltime,[],162200.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Computer Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-amazon-united-states-21/,111600.0,212800.0
Data Scientist,Thermo Fisher Scientific,", Texas, United States",onsite,fulltime,[],142875.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-thermo-fisher-scientific-united-states-3/,107900.0,177850.0
Senior Data Scientist,Staples,"Framingham, Massachusetts, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-staples-united-states-2/,,
Associate Data Scientist,Thrivent,", , United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/associate-data-scientist-thrivent-united-states-1/,,
Data Scientist,Caterpillar Inc.,"Morton, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-caterpillar-inc-united-states-5/,,
Data Scientist (Internal Audit),Shawbrook Bank,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-shawbrook-bank-uk-2/,,
Lead Data Scientist - Generative AI,Target,"Brooklyn Park, Minnesota, United States",onsite,fulltime,[],177250.0,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-data-scientist-generative-ai-target-united-states-6/,126600.0,227900.0
Data Scientist,TikTok,"Mountain View, California, United States",onsite,fulltime,[],236666.5,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-tiktok-united-states-25/,144000.0,329333.0
"Data Scientist, Analytics",Meta,"Bellevue, Washington, United States",onsite,fulltime,[],169000.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-analytics-meta-united-states-14/,134000.0,204000.0
Data Scientist - Personalization Algorithm Experimentation,Netflix,"Remote, , United States",remote,fulltime,[],445000.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-personalization-algorithm-netflix-united-states-4/,170000.0,720000.0
Junior Data Scientist,Freemavens,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/junior-data-scientist-freemavens-united-kingdom-1/,,
Senior Data Scientist,NiSource,"Columbus, Ohio, United States",onsite,fulltime,[],113800.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-nisource-united-states-1/,91000.0,136600.0
Data Scientist,Apple,"Austin, Texas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-apple-united-states-24/,,
"Senior Data Scientist, Product Analytics",Carta,"New York, New York, United States",onsite,fulltime,[],178525.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-product-analytics-carta-united-states-1/,164050.0,193000.0
Senior Data Scientist,Humana,"Remote, , United States",remote,fulltime,[],124550.0,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-humana-united-states-1/,104800.0,144300.0
Data Scientist,Thermo Fisher Scientific,", Texas, United States",onsite,fulltime,[],142875.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-thermo-fisher-scientific-united-states-2/,107900.0,177850.0
Data Scientist,Exponent,"Los Angeles, California, United States",onsite,fulltime,[],132500.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-exponent-united-states-1/,120000.0,145000.0
Data Science Intern (2024 Summer),TikTok,"San Jose, California, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-intern-tiktok-united-states-24/,69.0,
Senior Data Scientist,Sky,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-sky-uk-3/,,
Lead Product Data Scientist,British Airways,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,lead,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/lead-product-data-scientist-british-airways-united-kingdom-2/,,
MACA Data Scientist,Intuitive,"Remote, Peachtree Corners, United States",remote,fulltime,[],145900.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/maca-data-scientist-intuitive-united-states-4/,119600.0,172200.0
Data Scientist I,The Toro Company,"Bloomington, Minnesota, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-i-the-toro-company-united-states-1/,,
Data Scientist,MD Anderson Cancer Center,"Houston, Texas, United States",onsite,fulltime,[],113500.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-md-anderson-cancer-center-united-states-1/,91000.0,136000.0
"Data Scientist II, Kids+",Amazon,"Seattle, Washington, United States",onsite,fulltime,[],162200.0,2026-03-09 00:00:00+00:00,mid-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-ii-kids+-amazon-united-states-20/,111600.0,212800.0
Senior Data Scientist - Strategic Insights,Sony,"London, , United Kingdom",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-strategic-insights-sony-united-kingdom-2/,,
Data Science Production Engineer,Natera,", , United States",onsite,fulltime,[],98750.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-science-production-engineer-natera-united-states-1/,87800.0,109700.0
Product Data Scientist,Stitch Fix,"Remote, , United States",remote,fulltime,[],184500.0,2026-03-09 00:00:00+00:00,mid-level,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/product-data-scientist-stitch-fix-united-states-2/,178000.0,191000.0
Data Scientist,Apple,"Santa Clara, California, United States",onsite,fulltime,[],250000.0,2026-03-09 00:00:00+00:00,entry-level,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-apple-united-states-23/,199800.0,300200.0
Senior Data Scientist,Walmart,"Bentonville, Arkansas, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Masters in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/senior-data-scientist-walmart-united-states-20/,,
Data Scientist Senior,Navistar Inc,"Lisle, Illinois, United States",onsite,fulltime,[],,2026-03-09 00:00:00+00:00,senior,Bachelors in Data Science,datasciencejobs,https://datasciencejobs.com/jobs/data-scientist-senior-navistar-inc-united-states-1/,,
